obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
627.746,627.7462,8,,,16120.72,32046.32,4d8.(1G).5s,a 2G,7/2,4d8.(3F).5p,z 2D*,5/2,,,L3475,
629.338,629.3380,6,,,16118.69,32004.01,4d7.5s2,b 4F,5/2,4d8.(3F).5p,z 2F*,7/2,,,L3475,
631.953,631.9517,29,4.e+05,E,12723.07,28542.69,4d7.5s2,b 4F,9/2,4d8.(3F).5p,z 4G*,9/2,,T5181,L3475,
641.472,641.4702,12,,,28859.64,44444.52,4d8.(3F).5p,z 4D*,5/2,4d8.(3F).6s,e 4F,7/2,,,L3475,
651.041,651.0394,16,,,16118.69,31474.50,4d7.5s2,b 4F,5/2,4d8.(3F).5p,z 4F*,5/2,,,L3475,
651.970,651.9684,19,,,16943.50,32277.43,4d7.5s2,b 4F,3/2,4d8.(3F).5p,z 4F*,3/2,,,L3475,
662.780,662.7794,9,,,16017.94,31101.75,4d8.(1G).5s,a 2G,9/2,4d8.(3F).5p,z 4G*,7/2,,,L3475,
663.016,663.0142,19,,,14787.87,29866.34,4d7.5s2,b 4F,7/2,4d8.(3F).5p,z 4F*,7/2,,,L3475,
675.235,675.2337,40,,,27075.26,41880.86,4d8.(3F).5p,z 4D*,7/2,4d8.(3F).6s,e 4F,9/2,,,L3475,
679.665,679.6674,9,,,35333.85,50042.87,4d8.(3P).5p,z 4P*,5/2,,9,5/2,,,L3475,
682.733,682.7322,13,,,14787.87,29430.86,4d7.5s2,b 4F,7/2,4d8.(3F).5p,z 4F*,9/2,,,L3475,
685.768,685.7675,11,,,29866.34,44444.52,4d8.(3F).5p,z 4F*,7/2,4d8.(3F).6s,e 4F,7/2,,,L3475,
687.994,687.9941,20,,,16943.50,31474.50,4d7.5s2,b 4F,3/2,4d8.(3F).5p,z 4F*,5/2,,,L3475,
696.567,696.5657,65,4.e+05,E,12723.07,27075.26,4d7.5s2,b 4F,9/2,4d8.(3F).5p,z 4D*,7/2,,T5181,L3475,
697.291,697.2930,8,,,31474.50,45811.72,4d8.(3F).5p,z 4F*,5/2,4d8.(3F).6s,e 4F,3/2,,,L3475,
697.915,,16,,,,,,,,,,,,,L3475,
700.158,700.1567,16,,,16118.69,30397.27,4d7.5s2,b 4F,5/2,4d8.(3F).5p,z 4D*,3/2,,,L3475,
703.876,703.8736,11,,,16943.50,31146.68,4d7.5s2,b 4F,3/2,4d8.(3F).5p,z 4D*,1/2,,,L3475,
710.164,710.1622,18,,,30397.27,44474.68,4d8.(3F).5p,z 4D*,3/2,4d8.(3F).6s,e 2F,5/2,,,L3475,
710.445,710.4468,15,,,14787.87,28859.64,4d7.5s2,b 4F,7/2,4d8.(3F).5p,z 4D*,5/2,,,L3475,
714.255,714.2552,6,,,31474.50,45471.24,4d8.(3F).5p,z 4F*,5/2,4d8.(3F).6s,e 4F,5/2,,,L3475,
721.906,721.9061,9,,,16017.94,29866.34,4d8.(1G).5s,a 2G,9/2,4d8.(3F).5p,z 4F*,7/2,,,L3475,
726.818,726.8176,18,,,14787.87,28542.69,4d7.5s2,b 4F,7/2,4d8.(3F).5p,z 4G*,9/2,,,L3475,
727.082,727.0819,35,,,28542.69,42292.51,4d8.(3F).5p,z 4G*,9/2,4d8.(3F).6s,e 2F,7/2,,,L3475,
727.194,727.1967,12,,,16118.69,29866.34,4d7.5s2,b 4F,5/2,4d8.(3F).5p,z 4F*,7/2,,,L3475,
727.303,727.3041,5,,,16120.72,29866.34,4d8.(1G).5s,a 2G,7/2,4d8.(3F).5p,z 4F*,7/2,,,L3475,
737.557,737.5554,9,,,13520.69,27075.26,4d8.(1D).5s,b 2D,5/2,4d8.(3F).5p,z 4D*,7/2,,,L3475,
738.664,738.6606,5w,,,32277.43,45811.72,4d8.(3F).5p,z 4F*,3/2,4d8.(3F).6s,e 4F,3/2,,,L3475,
743.080,743.0814,9,,,16943.50,30397.27,4d7.5s2,b 4F,3/2,4d8.(3F).5p,z 4D*,3/2,,,L3475,
744.239,744.2376,18w,,,28859.64,42292.51,4d8.(3F).5p,z 4D*,5/2,4d8.(3F).6s,e 2F,7/2,,,L3475,
744.677,744.6783,7,,,32046.32,45471.24,4d8.(3F).5p,z 2D*,5/2,4d8.(3F).6s,e 4F,5/2,,,L3475,
747.574,747.5734,12,,,31101.75,44474.68,4d8.(3F).5p,z 4G*,7/2,4d8.(3F).6s,e 2F,5/2,,,L3475,
749.524,749.5216,12,,,28542.69,41880.86,4d8.(3F).5p,z 4G*,9/2,4d8.(3F).6s,e 4F,9/2,,,L3475,
754.202,754.2024,8,,,36787.48,50042.87,4d8.(3P).5p,y 4D*,7/2,,9,5/2,,,L3475,
755.767,755.7687,11,,,32243.32,45471.24,4d8.(3F).5p,z 4G*,5/2,4d8.(3F).6s,e 4F,5/2,,,L3475,
757.722,757.7226,8,,,32277.43,45471.24,4d8.(3F).5p,z 4F*,3/2,4d8.(3F).6s,e 4F,5/2,,,L3475,
769.005,769.0085,11,,,31474.50,44474.68,4d8.(3F).5p,z 4F*,5/2,4d8.(3F).6s,e 2F,5/2,,,L3475,
777.290,777.2913,18,,,29430.86,42292.51,4d8.(3F).5p,z 4F*,9/2,4d8.(3F).6s,e 2F,7/2,,,L3475,
779.161,779.1639,29,,,31613.78,44444.52,4d8.(3F).5p,z 2G*,9/2,4d8.(3F).6s,e 4F,7/2,,,L3475,
782.491,782.4931,55,,,29104.71,41880.86,4d8.(3F).5p,z 4G*,11/2,4d8.(3F).6s,e 4F,9/2,,,L3475,
783.005,,15,,,,,,,,,,,,,L3475,
784.650,784.6549,15,,,16118.69,28859.64,4d7.5s2,b 4F,5/2,4d8.(3F).5p,z 4D*,5/2,,,L3475,
802.991,802.9920,21,,,29430.86,41880.86,4d8.(3F).5p,z 4F*,9/2,4d8.(3F).6s,e 4F,9/2,,,L3475,
803.609,803.6046,11w,,,32004.01,44444.52,4d8.(3F).5p,z 2F*,7/2,4d8.(3F).6s,e 4F,7/2,,,L3475,
804.536,804.5319,29,,,29866.34,42292.51,4d8.(3F).5p,z 4F*,7/2,4d8.(3F).6s,e 2F,7/2,,,L3475,
806.350,806.3470,7,,,32046.32,44444.52,4d8.(3F).5p,z 2D*,5/2,4d8.(3F).6s,e 4F,7/2,,,L3475,
813.620,813.6188,15,,,14787.87,27075.26,4d7.5s2,b 4F,7/2,4d8.(3F).5p,z 4D*,7/2,,,L3475,
819.367,819.3663,7w,,,32243.32,44444.52,4d8.(3F).5p,z 4G*,5/2,4d8.(3F).6s,e 4F,7/2,,,L3475,
836.967,836.9628,5w,,,33867.04,45811.72,4d8.(3F).5p,z 2D*,3/2,4d8.(3F).6s,e 4F,3/2,,,L3475,
842.559,842.5565,8,,,33946.34,45811.72,4d8.(3F).5p,z 2F*,5/2,4d8.(3F).6s,e 4F,3/2,,,L3475,
