obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""2121.398""","=""""","=""4.57e+04""",C+,"=""41319.398""","=""46033.271""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.7g""","=""2G""","=""7/2""",,"=""u36,LS""","=""""",
"=""2268.364""","=""2268.358""","=""1""","=""1.16e+04""",C+,"=""38929.413""","=""43337.889""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s2.6p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""L6693""",
"=""2269.833""","=""2269.833""","=""4""","=""1.15e+05""",C+,"=""38929.413""","=""43335.024""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s2.6p""","=""2P*""","=""1/2""",,"=""u36,LS""","=""L6693""",
"=""2270.685""","=""2270.704+""","=""3""","=""""",,"=""38933.968""","=""43337.889""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.6p""","=""2P*""","=""3/2""",,"=""""","=""L10321c14""",
"=""2270.698""","=""2270.704+""","=""3""","=""""",,"=""38933.968""","=""43337.889""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.6p""","=""2P*""","=""3/2""",,"=""""","=""L10321c14""",
"=""2270.708""","=""2270.704""","=""13hfs""","=""1.04e+05""",B,"=""38933.968""","=""43337.889""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.6p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""L10321c150""",
"=""2270.712""","=""2270.704+""","=""3""","=""""",,"=""38933.968""","=""43337.889""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.6p""","=""2P*""","=""3/2""",,"=""""","=""L10321c14""",
"=""2270.729""","=""2270.704+""","=""4""","=""""",,"=""38933.968""","=""43337.889""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.6p""","=""2P*""","=""3/2""",,"=""""","=""L10321c14""",
"=""""","=""2317.927""","=""""","=""4.22e+04""",C+,"=""42233.742""","=""46547.942""","=""3s2.4d""","=""2D""","=""3/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""2320.100""","=""""","=""3.01e+03""",E,"=""42237.783""","=""46547.942""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""2320.100""","=""""","=""4.51e+04""",C+,"=""42237.783""","=""46547.942""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.8f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""2499.275""","=""2499.278""","=""9""","=""3.37e+05""",C+,"=""40271.978""","=""44273.133""","=""3s2.5p""","=""2P*""","=""1/2""","=""3s2.7s""","=""2S""","=""1/2""",,"=""u36,LS""","=""L6693""",
"=""2502.969""","=""2502.972""","=""16""","=""6.73e+05""",C+,"=""40277.883""","=""44273.133""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.7s""","=""2S""","=""1/2""",,"=""u36,LS""","=""L6693""",
"=""2562.576""","=""2562.573""","=""25d*""","=""1.34e+06""",A,"=""41319.390""","=""45221.718""","=""3s2.4f""","=""2F*""","=""5/2""","=""3s2.6g""","=""2G""","=""7/2""",,"=""u36,LS""","=""L6693""",
"=""2562.576""","=""2562.578""","=""25d*""","=""1.54e+06""",A,"=""41319.398""","=""45221.718""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.6g""","=""2G""","=""9/2""",,"=""u36,LS""","=""L6693""",
"=""""","=""2562.578""","=""""","=""9.58e+04""",B,"=""41319.398""","=""45221.718""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.6g""","=""2G""","=""7/2""",,"=""u36,LS""","=""""",
"=""2567.773""","=""2567.776""","=""1""","=""1.38e+04""",C+,"=""40271.978""","=""44166.398""","=""3s2.5p""","=""2P*""","=""1/2""","=""3s2.5d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L6693""",
"=""2570.052""","=""2570.057""","=""1""","=""1.65e+04""",C+,"=""40277.883""","=""44168.847""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.5d""","=""2D""","=""5/2""",,"=""u36,LS""","=""L6693""",
"=""""","=""2571.676""","=""""","=""2.75e+03""",C,"=""40277.883""","=""44166.398""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.5d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""2635.03""","=""""","=""1.28e-07""",C,"=""25347.756""","=""29142.78""","=""3s2.4s""","=""2S""","=""1/2""","=""3s.3p2""","=""4P""","=""5/2""",E2,"=""c40""","=""""",
"=""""","=""2644.081""","=""""","=""9.80e+04""",C+,"=""42233.742""","=""46015.774""","=""3s2.4d""","=""2D""","=""3/2""","=""3s2.7f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""2646.909""","=""""","=""6.96e+03""",D,"=""42237.783""","=""46015.774""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.7f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""2646.909""","=""""","=""1.04e+05""",C+,"=""42237.783""","=""46015.774""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.7f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""2688.75""","=""""","=""8.35e-07""",E,"=""25347.756""","=""29066.96""","=""3s2.4s""","=""2S""","=""1/2""","=""3s.3p2""","=""4P""","=""3/2""",M1,"=""c40""","=""""",
"=""""","=""2722.83""","=""""","=""3.24e-07""",E,"=""25347.756""","=""29020.41""","=""3s2.4s""","=""2S""","=""1/2""","=""3s.3p2""","=""4P""","=""1/2""",M1,"=""c40""","=""""",
"=""""","=""3005.80""","=""""","=""4.39e+04""",D,"=""43335.024""","=""[46661.93]""","=""3s2.6p""","=""2P*""","=""1/2""","=""3s2.10s""","=""2S""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""3008.39""","=""""","=""8.76e+04""",C,"=""43337.889""","=""[46661.93]""","=""3s2.6p""","=""2P*""","=""3/2""","=""3s2.10s""","=""2S""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""3069.09""","=""""","=""1.49e+04""",C,"=""43335.024""","=""46593.32""","=""3s2.6p""","=""2P*""","=""1/2""","=""3s2.8d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""3071.20""","=""""","=""1.78e+04""",C+,"=""43337.889""","=""46593.95""","=""3s2.6p""","=""2P*""","=""3/2""","=""3s2.8d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""3071.79""","=""""","=""2.96e+03""",D,"=""43337.889""","=""46593.32""","=""3s2.6p""","=""2P*""","=""3/2""","=""3s2.8d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""3326.27""","=""""","=""4.94e+04""",C+,"=""44166.398""","=""[47172.77]""","=""3s2.5d""","=""2D""","=""3/2""","=""3s2.10f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""3328.98""","=""""","=""5.28e+04""",C+,"=""44168.847""","=""[47172.77]""","=""3s2.5d""","=""2D""","=""5/2""","=""3s2.10f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""3328.98""","=""""","=""3.51e+03""",E,"=""44168.847""","=""[47172.77]""","=""3s2.5d""","=""2D""","=""5/2""","=""3s2.10f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""3377.31""","=""3377.307""","=""10""","=""2.90e+05""",A,"=""42233.742""","=""45194.681""","=""3s2.4d""","=""2D""","=""3/2""","=""3s2.6f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""L6693""",
"=""3381.92""","=""3381.923""","=""10d""","=""3.09e+05""",A,"=""42237.783""","=""45194.681""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.6f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""L6693""",
"=""""","=""3381.923""","=""""","=""2.06e+04""",B,"=""42237.783""","=""45194.681""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.6f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""3509.441""","=""""","=""1.55e+02""",D,"=""41319.390""","=""44168.847""","=""3s2.4f""","=""2F*""","=""5/2""","=""3s2.5d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""3509.450""","=""""","=""3.10e+03""",C+,"=""41319.398""","=""44168.847""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.5d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""3510.162""","=""""","=""6.82e+04""",C,"=""43335.024""","=""46183.895""","=""3s2.6p""","=""2P*""","=""1/2""","=""3s2.9s""","=""2S""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""3512.459""","=""""","=""3.24e+03""",C+,"=""41319.390""","=""44166.398""","=""3s2.4f""","=""2F*""","=""5/2""","=""3s2.5d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""3513.696""","=""""","=""1.36e+05""",C+,"=""43337.889""","=""46183.895""","=""3s2.6p""","=""2P*""","=""3/2""","=""3s2.9s""","=""2S""","=""1/2""",,"=""u36,LS""","=""""",
"=""3601.155""","=""3601.169""","=""2""","=""1.18e+05""",C+,"=""42144.411""","=""44921.287""","=""3s2.6s""","=""2S""","=""1/2""","=""3s2.7p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""L6693""",
"=""3603.231""","=""3603.272""","=""6""","=""1.18e+05""",C+,"=""42144.411""","=""44919.666""","=""3s2.6s""","=""2S""","=""1/2""","=""3s2.7p""","=""2P*""","=""1/2""",,"=""u36,LS""","=""L6693""",
"=""""","=""3625.290""","=""""","=""7.59e+03""",C,"=""43335.024""","=""46093.424""","=""3s2.6p""","=""2P*""","=""1/2""","=""3s2.7d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""3627.890""","=""""","=""9.09e+03""",C+,"=""43337.889""","=""46094.312""","=""3s2.6p""","=""2P*""","=""3/2""","=""3s2.7d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""3629.059""","=""""","=""1.51e+03""",D,"=""43337.889""","=""46093.424""","=""3s2.6p""","=""2P*""","=""3/2""","=""3s2.7d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""3641.68""","=""""","=""7.61e+04""",C+,"=""44166.398""","=""[46912.38]""","=""3s2.5d""","=""2D""","=""3/2""","=""3s2.9f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""3644.94""","=""""","=""5.42e+03""",D,"=""44168.847""","=""[46912.38]""","=""3s2.5d""","=""2D""","=""5/2""","=""3s2.9f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""3644.94""","=""""","=""8.13e+04""",C+,"=""44168.847""","=""[46912.38]""","=""3s2.5d""","=""2D""","=""5/2""","=""3s2.9f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""3720.868""","=""""","=""1.84e+04""",C+,"=""42233.742""","=""44921.287""","=""3s2.4d""","=""2D""","=""3/2""","=""3s2.7p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""""",
"=""3723.08""","=""3723.114""","=""10d""","=""1.84e+05""",C+,"=""42233.742""","=""44919.666""","=""3s2.4d""","=""2D""","=""3/2""","=""3s2.7p""","=""2P*""","=""1/2""",,"=""u36,LS""","=""L6693""",
"=""3726.46""","=""3726.471""","=""10d""","=""1.65e+05""",B,"=""42237.783""","=""44921.287""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.7p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""L6693""",
"=""""","=""3742.245""","=""""","=""1.67e+02""",E,"=""43875.749""","=""46547.942""","=""3s2.5g""","=""2G""","=""7/2""","=""3s2.8f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""3742.245""","=""""","=""3.35e+03""",C,"=""43875.749""","=""46547.942""","=""3s2.5g""","=""2G""","=""9/2""","=""3s2.8f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""3742.245""","=""""","=""3.12e+03""",C,"=""43875.749""","=""46547.942""","=""3s2.5g""","=""2G""","=""7/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""3863.283""","=""3863.277""","=""10000""","=""2.59e+06""",A,"=""37689.407""","=""40277.883""","=""3s2.5s""","=""2S""","=""1/2""","=""3s2.5p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""L6693""",
"=""3872.119""","=""3872.110""","=""4000""","=""2.58e+06""",A,"=""37689.407""","=""40271.978""","=""3s2.5s""","=""2S""","=""1/2""","=""3s2.5p""","=""2P*""","=""1/2""",,"=""u36,LS""","=""L6693""",
"=""3911.821""","=""3911.814""","=""4000*""","=""3.99e+06""",A,"=""41319.390""","=""43875.749""","=""3s2.4f""","=""2F*""","=""5/2""","=""3s2.5g""","=""2G""","=""7/2""",,"=""u36,LS""","=""L6693""",
"=""3911.821""","=""3911.826""","=""4000*""","=""4.57e+06""",A,"=""41319.398""","=""43875.749""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.5g""","=""2G""","=""9/2""",,"=""u36,LS""","=""L6693""",
"=""""","=""3911.826""","=""""","=""2.85e+05""",A,"=""41319.398""","=""43875.749""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.5g""","=""2G""","=""7/2""",,"=""u36,LS""","=""""",
"=""4184.125""","=""4184.141+""","=""3200""","=""""",,"=""38929.413""","=""41319.390""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s2.4f""","=""2F*""","=""5/2""",,"=""""","=""L10321c14""",
"=""4184.142""","=""4184.141""","=""6400hfs""","=""2.01e+06""",A,"=""38929.413""","=""41319.390""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s2.4f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""L10321c150""",
"=""4184.158""","=""4184.141+""","=""3200""","=""""",,"=""38929.413""","=""41319.390""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s2.4f""","=""2F*""","=""5/2""",,"=""""","=""L10321c14""",
"=""4192.041""","=""4192.116+""","=""2000*""","=""""",,"=""38933.968""","=""41319.398""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.4f""","=""2F*""","=""7/2""",,"=""""","=""L10321c14""",
"=""4192.07""","=""4192.116""","=""4500hfs""","=""2.14e+06""",A,"=""38933.968""","=""41319.398""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.4f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""L10321c150""",
"=""4192.088""","=""4192.116+""","=""2500*""","=""""",,"=""38933.968""","=""41319.398""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.4f""","=""2F*""","=""7/2""",,"=""""","=""L10321c14""",
"=""4192.137""","=""4192.130+""","=""3200*""","=""""",,"=""38933.968""","=""41319.390""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.4f""","=""2F*""","=""5/2""",,"=""""","=""L10321c14""",
"=""4192.17""","=""4192.130""","=""7200hfs""","=""1.43e+05""",B+,"=""38933.968""","=""41319.390""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.4f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""L10321c150""",
"=""4192.199""","=""4192.130+""","=""4000*""","=""""",,"=""38933.968""","=""41319.390""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.4f""","=""2F*""","=""5/2""",,"=""""","=""L10321c14""",
"=""""","=""4198.957""","=""""","=""1.29e+05""",B,"=""44166.398""","=""46547.942""","=""3s2.5d""","=""2D""","=""3/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""4203.279""","=""""","=""9.21e+03""",C+,"=""44168.847""","=""46547.942""","=""3s2.5d""","=""2D""","=""5/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""4203.279""","=""""","=""1.38e+05""",B,"=""44168.847""","=""46547.942""","=""3s2.5d""","=""2D""","=""5/2""","=""3s2.8f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""4540.98""","=""""","=""3.72e+04""",C+,"=""43831.105""","=""46033.271""","=""3s2.5f""","=""2F*""","=""7/2""","=""3s2.7g""","=""2G""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""4540.98""","=""""","=""5.95e+05""",B+,"=""43831.105""","=""46033.271""","=""3s2.5f""","=""2F*""","=""7/2""","=""3s2.7g""","=""2G""","=""9/2""",,"=""u36,LS""","=""""",
"=""""","=""4540.98""","=""""","=""5.22e+05""",B+,"=""43831.101""","=""46033.271""","=""3s2.5f""","=""2F*""","=""5/2""","=""3s2.7g""","=""2G""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""4672.84""","=""""","=""3.21e+02""",D,"=""43875.749""","=""46015.774""","=""3s2.5g""","=""2G""","=""7/2""","=""3s2.7f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""4672.84""","=""""","=""5.99e+03""",C+,"=""43875.749""","=""46015.774""","=""3s2.5g""","=""2G""","=""7/2""","=""3s2.7f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""4672.84""","=""""","=""6.42e+03""",C+,"=""43875.749""","=""46015.774""","=""3s2.5g""","=""2G""","=""9/2""","=""3s2.7f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""4712.05""","=""""","=""1.19e+05""",C+,"=""43335.024""","=""45457.244""","=""3s2.6p""","=""2P*""","=""1/2""","=""3s2.8s""","=""2S""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""4718.42""","=""""","=""2.37e+05""",B,"=""43337.889""","=""45457.244""","=""3s2.6p""","=""2P*""","=""3/2""","=""3s2.8s""","=""2S""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""4977.25""","=""""","=""1.35e+03""",C+,"=""43335.024""","=""45344.165""","=""3s2.6p""","=""2P*""","=""1/2""","=""3s2.6d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""4980.81""","=""""","=""1.61e+03""",C+,"=""43337.889""","=""45345.594""","=""3s2.6p""","=""2P*""","=""3/2""","=""3s2.6d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""4984.36""","=""""","=""2.68e+02""",C,"=""43337.889""","=""45344.165""","=""3s2.6p""","=""2P*""","=""3/2""","=""3s2.6d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""5097.474""","=""5097.45""","=""1250""","=""1.60e+06""",A,"=""40271.978""","=""42233.742""","=""3s2.5p""","=""2P*""","=""1/2""","=""3s2.4d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L6693""",
"=""5102.218""","=""5102.30+""","=""1600""","=""""",,"=""40277.883""","=""42237.783""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.4d""","=""2D""","=""5/2""",,"=""""","=""L10321c14""",
"=""5102.278""","=""5102.30""","=""4250hfs""","=""1.93e+06""",A,"=""40277.883""","=""42237.783""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.4d""","=""2D""","=""5/2""",,"=""u36,LS""","=""L10321c150""",
"=""5102.288""","=""5102.30+""","=""1400""","=""""",,"=""40277.883""","=""42237.783""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.4d""","=""2D""","=""5/2""",,"=""""","=""L10321c14""",
"=""5102.345""","=""5102.30+""","=""1250""","=""""",,"=""40277.883""","=""42237.783""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.4d""","=""2D""","=""5/2""",,"=""""","=""L10321c14""",
"=""5112.864""","=""5112.84""","=""250""","=""3.19e+05""",A,"=""40277.883""","=""42233.742""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.4d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L6693""",
"=""5340.634""","=""5340.65""","=""500""","=""9.24e+05""",A,"=""40271.978""","=""42144.411""","=""3s2.5p""","=""2P*""","=""1/2""","=""3s2.6s""","=""2S""","=""1/2""",,"=""u36,LS""","=""L6693""",
"=""5357.535""","=""5357.54""","=""1000""","=""1.83e+06""",A,"=""40277.883""","=""42144.411""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.6s""","=""2S""","=""1/2""",,"=""u36,LS""","=""L6693""",
"=""""","=""5407.23""","=""""","=""2.52e+05""",B+,"=""44166.398""","=""46015.774""","=""3s2.5d""","=""2D""","=""3/2""","=""3s2.7f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""5414.40""","=""""","=""1.80e+04""",C+,"=""44168.847""","=""46015.774""","=""3s2.5d""","=""2D""","=""5/2""","=""3s2.7f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""5414.40""","=""""","=""2.70e+05""",B+,"=""44168.847""","=""46015.774""","=""3s2.5d""","=""2D""","=""5/2""","=""3s2.7f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""5468.65""","=""""","=""5.41e+04""",C+,"=""45344.165""","=""[47172.77]""","=""3s2.6d""","=""2D""","=""3/2""","=""3s2.10f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""5472.93""","=""""","=""3.85e+03""",C,"=""45345.594""","=""[47172.77]""","=""3s2.6d""","=""2D""","=""5/2""","=""3s2.10f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""5472.93""","=""""","=""5.78e+04""",C+,"=""45345.594""","=""[47172.77]""","=""3s2.6d""","=""2D""","=""5/2""","=""3s2.10f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""5914.84""","=""""","=""1.98e+02""",E,"=""45221.718""","=""[46912.38]""","=""3s2.6g""","=""2G""","=""7/2""","=""3s2.9f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""5914.84""","=""""","=""3.96e+03""",C,"=""45221.718""","=""[46912.38]""","=""3s2.6g""","=""2G""","=""9/2""","=""3s2.9f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""5914.84""","=""""","=""3.71e+03""",C,"=""45221.718""","=""[46912.38]""","=""3s2.6g""","=""2G""","=""7/2""","=""3s2.9f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""5974.95""","=""""","=""2.47e+03""",C,"=""44919.666""","=""46593.32""","=""3s2.7p""","=""2P*""","=""1/2""","=""3s2.8d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""5978.49""","=""""","=""2.95e+03""",C+,"=""44921.287""","=""46593.95""","=""3s2.7p""","=""2P*""","=""3/2""","=""3s2.8d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""5980.74""","=""""","=""4.92e+02""",D,"=""44921.287""","=""46593.32""","=""3s2.7p""","=""2P*""","=""3/2""","=""3s2.8d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""6260.33""","=""""","=""1.44e+06""",A,"=""42233.742""","=""43831.101""","=""3s2.4d""","=""2D""","=""3/2""","=""3s2.5f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""6276.20""","=""""","=""1.54e+06""",A,"=""42237.783""","=""43831.105""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.5f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""6276.21""","=""""","=""1.02e+05""",A,"=""42237.783""","=""43831.101""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.5f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""6376.68""","=""""","=""8.31e+04""",C+,"=""45344.165""","=""[46912.38]""","=""3s2.6d""","=""2D""","=""3/2""","=""3s2.9f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""6382.49""","=""""","=""8.88e+04""",B,"=""45345.594""","=""[46912.38]""","=""3s2.6d""","=""2D""","=""5/2""","=""3s2.9f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""6382.49""","=""""","=""5.91e+03""",C+,"=""45345.594""","=""[46912.38]""","=""3s2.6d""","=""2D""","=""5/2""","=""3s2.9f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""6602.87""","=""""","=""1.14e+01""",D,"=""43831.101""","=""45345.594""","=""3s2.5f""","=""2F*""","=""5/2""","=""3s2.6d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""6602.89""","=""""","=""2.28e+02""",C+,"=""43831.105""","=""45345.594""","=""3s2.5f""","=""2F*""","=""7/2""","=""3s2.6d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""6609.11""","=""""","=""2.41e+02""",C+,"=""43831.101""","=""45344.165""","=""3s2.5f""","=""2F*""","=""5/2""","=""3s2.6d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""7146.59""","=""""","=""7.80e+01""",E,"=""45194.681""","=""46593.95""","=""3s2.6f""","=""2F*""","=""5/2""","=""3s2.8d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""7146.59""","=""""","=""1.56e+03""",C+,"=""45194.681""","=""46593.95""","=""3s2.6f""","=""2F*""","=""7/2""","=""3s2.8d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""7149.81""","=""""","=""1.64e+03""",C,"=""45194.681""","=""46593.32""","=""3s2.6f""","=""2F*""","=""5/2""","=""3s2.8d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""7191.05""","=""""","=""1.01e+06""",A,"=""43831.101""","=""45221.718""","=""3s2.5f""","=""2F*""","=""5/2""","=""3s2.6g""","=""2G""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""7191.07""","=""""","=""1.16e+06""",A,"=""43831.105""","=""45221.718""","=""3s2.5f""","=""2F*""","=""7/2""","=""3s2.6g""","=""2G""","=""9/2""",,"=""u36,LS""","=""""",
"=""""","=""7191.07""","=""""","=""7.20e+04""",A,"=""43831.105""","=""45221.718""","=""3s2.5f""","=""2F*""","=""7/2""","=""3s2.6g""","=""2G""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""7415.81""","=""""","=""3.93e+04""",B+,"=""38929.413""","=""40277.883""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s2.5p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""7440.95""","=""""","=""3.49e+05""",A,"=""38933.968""","=""40277.883""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.5p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""7448.43""","=""""","=""3.87e+05""",A,"=""38929.413""","=""40271.978""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s2.5p""","=""2P*""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""7540.20""","=""""","=""6.57e+03""",C+,"=""45221.718""","=""46547.942""","=""3s2.6g""","=""2G""","=""7/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""7540.20""","=""""","=""3.52e+02""",C,"=""45221.718""","=""46547.942""","=""3s2.6g""","=""2G""","=""7/2""","=""3s2.8f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""7540.20""","=""""","=""7.04e+03""",C+,"=""45221.718""","=""46547.942""","=""3s2.6g""","=""2G""","=""9/2""","=""3s2.8f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
