obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 17
351.0625,0.0004,351.06214,800h,4.8e+06,,106086.013,134562.854,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d10.8d,2D,3/2,,T7226,L11760,
351.5164,0.0004,351.51596,200h,5.6e+05,,110604.447,139044.524,5d9.6s.6p,"(2D<3/2>,3P<2>)*",7/2,5d10.6g,2G,9/2,,T7226,L11760,
351.5164,0.0004,351.51600,200h,2.0e+04,,110604.447,139044.521,5d9.6s.6p,"(2D<3/2>,3P<2>)*",7/2,5d10.6g,2G,7/2,,T7226,L11760,
353.2594,0.0004,353.2599,100000,3.0e+07,,104984.138,133283.820,5d10.6d,2D,3/2,5d10.6f,2F*,5/2,,T7226,L11760,
354.1352,0.0004,354.13494,100h,3.0e+04,,97095.774,125325.531,5d9.6s.6p,"(2D<3/2>,3P<0>)*",3/2,5d10.7d,2D,3/2,,T7226,L11760,
354.9411,0.0004,354.94074,30000,1.5e+07,,111971.464,140137.134,5d10.7p,2P*,3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",5/2,,T7226,L11760,
356.2385,0.0004,,100,,,,,,,,,,,,,L11760,
360.2931,0.0004,360.29286,600c,9.8e+05,,111174.092,138921.375,5d9.6s.6p,"(2D<3/2>,3P<2>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",3/2,,T7226,L11760,
360.3908,0.0004,360.3903,1500,2.0e+06,,105544.042,133283.820,5d10.6d,2D,5/2,5d10.6f,2F*,5/2,,T7226,L11760,
360.4085,0.0004,360.40843,45000c,1.4e+07,,108975.732,136714.118,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
360.5762,0.0002,360.57616,100000,3.0e+07,,105544.042,133269.525,5d10.6d,2D,5/2,5d10.6f,2F*,7/2,,T7226,L11760,
360.6885,0.0004,360.68855,8000,5.7e+06,,111971.464,139688.308,5d10.7p,2P*,3/2,5d10.9d,2D,5/2,,T7226,L11760,
361.4875,0.0004,361.48760,450,8.5e+05,,111971.464,139627.043,5d10.7p,2P*,3/2,5d10.9d,2D,3/2,,T7226,L11760,
363.2363,0.0004,363.23594,8000,3.5e+06,,109191.648,136714.118,5d9.6s.6p,"(2D<3/2>,3P<2>)*",3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
364.3293,0.0004,364.32960,100h,1.2e+04,,106215.059,133654.913,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d10.5g,2G,7/2,,T7226,L11760,
364.3293,0.0004,364.33005,100h,3.4e+05,,106215.059,133654.879,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d10.5g,2G,9/2,,T7226,L11760,
375.1759,0.0004,,100h,,,,,,,,,,,,,L11760,
377.6141,0.0003,377.61416,6000h,2.6e+07,,106086.013,132560.550,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d10.9s,2S,1/2,,T7226,L11760,
377.7755,0.0003,377.7757,900,2.7e+06,,111971.464,138434.682,5d10.7p,2P*,3/2,5d10.10s,2S,1/2,,T7226,L11760,
378.9727,0.0004,378.9732,5,7.5e+05,,121753.739,148133.339,5d9.6s.6p,"(2D<3/2>,1P<1>)*",1/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,3/2]",1/2,,T7226,L11760,
379.7326,0.0003,379.73228,6000c,7.6e+05,,108975.732,135302.600,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",7/2,,T7226,L11760,
380.6312,0.0003,380.63154,50000,3.2e+07,,108298.183,134562.854,5d10.7p,2P*,1/2,5d10.8d,2D,3/2,,T7226,L11760,
382.8909,0.0004,382.89121,1000,1.5e+06,,110604.447,136714.118,5d9.6s.6p,"(2D<3/2>,3P<2>)*",7/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
383.9259,0.0004,383.9255,10000,4.7e+06,,95714.406,121753.739,5d10.7s,2S,1/2,5d9.6s.6p,"(2D<3/2>,1P<1>)*",1/2,,T7226,L11760,
388.3183,0.0004,,200,,,,,,,,,,,,,L11760,
390.9320,0.0004,,400,,,,,,,,,,,,,L11760,
391.3367,0.0004,,75,,,,,,,,,,,,,L11760,
391.4313,0.0004,391.43142,5000,3.7e+06,,111174.092,136714.118,5d9.6s.6p,"(2D<3/2>,3P<2>)*",5/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
391.9264,0.0004,391.9257,500D,1.1e+07,,109191.648,134699.466,5d9.6s.6p,"(2D<3/2>,3P<2>)*",3/2,5d10.8d,2D,5/2,,T7226,L11760,
394.0369,0.0016,394.0361,15G,1.9e+06,,109191.648,134562.854,5d9.6s.6p,"(2D<3/2>,3P<2>)*",3/2,5d10.8d,2D,3/2,,T7226,L11760,
394.5673,0.0004,,30,,,,,,,,,,,,,L11760,
394.6281,0.0004,,75,,,,,,,,,,,,,L11760,
395.6319,0.0004,,60,,,,,,,,,,,,,L11760,
397.4402,0.0004,,500,,,,,,,,,,,,,L11760,
398.39312,0.00003,398.39312,10000000c,3.2e+06,,35514.624,60608.362,5d9.6s2,2D,5/2,5d10.6p,2P*,3/2,,T7226,L11760,
402.6201,0.0016,,15G,,,,,,,,,,,,,L11760,
404.0457,0.0010,404.04621,4000c,9.0e+06,,111971.464,136714.118,5d10.7p,2P*,3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
404.0576,0.0003,,500,,,,,,,,,,,,,L11760,
404.7740,0.0004,404.7742,50,3.0e+05,,110604.447,135302.600,5d9.6s.6p,"(2D<3/2>,3P<2>)*",7/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",7/2,,T7226,L11760,
412.0440,0.0004,412.04469,4000,1.2e+07,,108298.183,132560.550,5d10.7p,2P*,1/2,5d10.9s,2S,1/2,,T7226,L11760,
427.6224,0.0003,,100,,,,,,,,,,,,,L11760,
427.7995,0.0003,427.7987,100w,8.0e+06,,109191.648,132560.550,5d9.6s.6p,"(2D<3/2>,3P<2>)*",3/2,5d10.9s,2S,1/2,,T7226,L11760,
433.7097,0.0004,433.70877,100c,4.0e+04,,110604.447,133654.913,5d9.6s.6p,"(2D<3/2>,3P<2>)*",7/2,5d10.5g,2G,7/2,,T7226,L11760,
433.7097,0.0004,433.70941,100c,1.1e+06,,110604.447,133654.879,5d9.6s.6p,"(2D<3/2>,3P<2>)*",7/2,5d10.5g,2G,9/2,,T7226,L11760,
438.2549,0.0004,438.25526,300u,8.5e+04,,104984.138,127795.481,5d10.6d,2D,3/2,5d10.8p,2P*,3/2,,T7226,L11760,
439.8617,0.0003,439.8623,40000,9.0e+06,,111971.464,134699.466,5d10.7p,2P*,3/2,5d10.8d,2D,5/2,,T7226,L11760,
440.4854,0.0006,440.4854,2h,4.5e+06,,123153.775,145849.628,5d10.5f,2F*,7/2,5d10.9g,2G,9/2,,T7226,L11760,
442.5220,0.0004,442.52225,3300h,1.3e+06,,111971.464,134562.854,5d10.7p,2P*,3/2,5d10.8d,2D,3/2,,T7226,L11760,
445.4395,0.0003,445.4390,200h,6.5e+06,,121960.399,144403.864,5d9.6s.6p,"(2D<3/2>,1P<1>)*",5/2,5d10.8g,2G,7/2,,T7226,L11760,
445.5486,0.0003,445.5486,70h,2.1e+06,,123411.351,145849.294,5d10.5f,2F*,5/2,5d10.9g,2G,7/2,,T7226,L11760,
445.9053,0.0003,,150h,,,,,,,,,,,,,L11760,
446.3878,0.0004,446.3878,700c,8.0e+04,,103183.874,125579.636,5d9.6s.6p,"(2D<3/2>,3P<1>)*",3/2,5d10.7d,2D,5/2,,T7226,L11760,
449.1552,0.0003,,2000,,,,,,,,,,,,,L11760,
449.2831,0.0003,449.28309,2800,7.5e+05,,105544.042,127795.481,5d10.6d,2D,5/2,5d10.8p,2P*,3/2,,T7226,L11760,
465.7320,0.0003,465.73159,60h,,,123153.775,144619.360,5d10.5f,2F*,7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",9/2,,,L11760,
466.0219,0.0004,466.02156,30000,1.0e+07,,103873.302,125325.531,5d9.6s.6p,"(2D<3/2>,3P<1>)*",1/2,5d10.7d,2D,3/2,,T7226,L11760,
468.6563,0.0003,468.6561,60s,7.7e+03,,84212.404,105544.042,5d9.6s.6p,"(2D<5/2>,3P<1>)*",7/2,5d10.6d,2D,5/2,,T7226,L11760,
470.4625,0.0003,470.4625,300l,6.7e+06,,123153.775,144403.510,5d10.5f,2F*,7/2,5d10.8g,2G,9/2,,T7226,L11760,
474.2297,0.0003,474.2296,300,,,144619.360,165700.298,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",9/2,5d9.6s.5f,"[(2D<5/2>,1/2)<3>,7/2]*",9/2,,,L11760,
476.2266,0.0003,476.2271,100h,2.8e+06,,123411.351,144403.864,5d10.5f,2F*,5/2,5d10.8g,2G,7/2,,T7226,L11760,
482.5566,0.0003,482.5564,17000,,,144619.360,165336.537,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",9/2,5d9.6s.5f,"[(2D<5/2>,1/2)<3>,5/2]*",11/2,,,L11760,
482.7732,0.0003,482.77261,30w,4.8e+03,,84836.143,105544.042,5d9.6s.6p,"(2D<5/2>,3P<1>)*",5/2,5d10.6d,2D,5/2,,T7226,L11760,
485.5584,0.0004,485.5586,16000h,2.2e+06,,111971.464,132560.550,5d10.7p,2P*,3/2,5d10.9s,2S,1/2,,T7226,L11760,
488.0327,0.0005,,4500c,,,,,,,,,,,,,L11760,
491.6328,0.0003,,100w,,,,,,,,,,,,,L11760,
496.1873,0.0003,496.1888,18000c,2.1e+05,,84836.143,104984.138,5d9.6s.6p,"(2D<5/2>,3P<1>)*",5/2,5d10.6d,2D,3/2,,T7226,L11760,
498.0564,0.0004,498.0567,9500l,,,145859.294,165931.728,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",5/2,5d9.6s.5f,"[(2D<5/2>,1/2)<3>,5/2]*",7/2,,,L11760,
501.7279,0.0003,,100,,,,,,,,,,,,,L11760,
502.5607,0.0003,,100,,,,,,,,,,,,,L11760,
506.6493,0.0005,506.6497,1200,,,145968.295,165700.298,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",7/2,5d9.6s.5f,"[(2D<5/2>,1/2)<3>,7/2]*",9/2,,,L11760,
509.8559,0.0003,509.8561,60,,,146062.814,165670.728,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",11/2,5d9.6s.5f,"[(2D<5/2>,1/2)<3>,5/2]*",9/2,,,L11760,
510.0946,0.0003,510.0945,100,,,146062.814,165661.563,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",11/2,5d9.6s.5f,"[(2D<5/2>,1/2)<3>,7/2]*",11/2,,,L11760,
512.8442,0.0003,512.84538,120000c,2.5e+07,,106086.013,125579.636,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d10.7d,2D,5/2,,T7226,L11760,
514.6289,0.0003,514.6293,15000,,,146505.679,165931.728,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",7/2,5d9.6s.5f,"[(2D<5/2>,1/2)<3>,5/2]*",7/2,,,L11760,
516.2357,0.0008,516.2367,25000c,1.7e+05,,86178.478,105544.042,5d9.6s.6p,"(2D<5/2>,3P<1>)*",3/2,5d10.6d,2D,5/2,,T7226,L11760,
519.6190,0.0008,519.61884,18000c,4.2e+06,,106086.013,125325.531,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d10.7d,2D,3/2,,T7226,L11760,
520.4768,0.0003,520.4768,150000,,,146062.814,165270.619,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",11/2,5d9.6s.5f,"[(2D<5/2>,1/2)<3>,7/2]*",13/2,,,L11760,
520.5868,0.0003,520.5864,80h,,,146727.968,165931.728,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",9/2,5d9.6s.5f,"[(2D<5/2>,1/2)<3>,5/2]*",7/2,,,L11760,
521.6382,0.0003,521.6379,40000,,,146505.679,165670.728,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",7/2,5d9.6s.5f,"[(2D<5/2>,1/2)<3>,5/2]*",9/2,,,L11760,
522.2922,0.0003,522.2922,500h,1.3e+07,,123153.775,142294.817,5d10.5f,2F*,7/2,5d10.7g,2G,9/2,,T7226,L11760,
524.2173,0.0003,524.2172,35w,9.0e+04,,105544.042,124614.794,5d10.6d,2D,5/2,5d9.6s.6p,"(2D<3/2>,1P<1>)*",3/2,,T7226,L11760,
527.7591,0.0003,527.7593,18000,,,146727.968,165670.728,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",9/2,5d9.6s.5f,"[(2D<5/2>,1/2)<3>,5/2]*",9/2,,,L11760,
528.0146,0.0003,528.0148,600h,,,146727.968,165661.563,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",9/2,5d9.6s.5f,"[(2D<5/2>,1/2)<3>,7/2]*",11/2,,,L11760,
529.3248,0.0003,,200,,,,,,,,,,,,,L11760,
529.4177,0.0003,529.4177,400h,9.2e+06,,123411.351,142294.773,5d10.5f,2F*,5/2,5d10.7g,2G,7/2,,T7226,L11760,
531.6067,0.0006,531.6069,75c,1.5e+04,,86178.478,104984.138,5d9.6s.6p,"(2D<5/2>,3P<1>)*",3/2,5d10.6d,2D,3/2,,T7226,L11760,
537.2373,0.0003,537.2374,40,,,146727.968,165336.537,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",9/2,5d9.6s.5f,"[(2D<5/2>,1/2)<3>,5/2]*",11/2,,,L11760,
542.5253,0.0003,542.5249,8000000,1.4e+08,,104984.138,123411.351,5d10.6d,2D,3/2,5d10.5f,2F*,5/2,,T7226,L11760,
546.5286,0.0003,,250,,,,,,,,,,,,,L11760,
559.5268,0.0005,559.5260,200000,8.8e+06,,105544.042,123411.351,5d10.6d,2D,5/2,5d10.5f,2F*,5/2,,T7226,L11760,
567.7105,0.0003,567.7102,20000000E,1.8e+08,,105544.042,123153.775,5d10.6d,2D,5/2,5d10.5f,2F*,7/2,,T7226,L11760,
569.8590,0.0003,569.8593,1500c,4.6e+06,,103873.302,121416.626,5d9.6s.6p,"(2D<3/2>,3P<1>)*",1/2,5d10.8s,2S,1/2,,T7226,L11760,
585.1758,0.0004,585.1766,1300c,8.0e+06,,121960.399,139044.521,5d9.6s.6p,"(2D<3/2>,1P<1>)*",5/2,5d10.6g,2G,7/2,,T7226,L11760,
587.0899,0.0003,,80p,,,,,,,,,,,,,L11760,
587.1279,0.0003,587.12779,1200000,1.0e+08,,108298.183,125325.531,5d10.7p,2P*,1/2,5d10.7d,2D,3/2,,T7226,L11760,
587.1572,0.0003,,50u,,,,,,,,,,,,,L11760,
587.1921,0.0003,,600h,,,,,,,,,,,,,L11760,
588.8939,0.0003,588.8947,2000000c,3.8e+07,,104984.138,121960.399,5d10.6d,2D,3/2,5d9.6s.6p,"(2D<3/2>,1P<1>)*",5/2,,T7226,L11760,
591.8496,0.0003,591.8496,10w,3.3e+06,,127795.481,144686.984,5d10.8p,2P*,3/2,5d10.11d,2D,5/2,,T7226,L11760,
594.7680,0.0003,594.7682,150,4.5e+06,,125325.531,142134.148,5d10.7d,2D,3/2,5d10.8f,2F*,5/2,,T7226,L11760,
596.1509,0.0006,596.1520,1500c,1.8e+06,,104984.138,121753.739,5d10.6d,2D,3/2,5d9.6s.6p,"(2D<3/2>,1P<1>)*",1/2,,T7226,L11760,
597.8916,0.0003,,180h,,,,,,,,,,,,,L11760,
603.2653,0.0003,,60h,,,,,,,,,,,,,L11760,
604.1045,0.0003,604.1047,180h,4.5e+06,,125579.636,142128.476,5d10.7d,2D,5/2,5d10.8f,2F*,7/2,,T7226,L11760,
608.9794,0.0004,608.9800,8000c,2.7e+06,,105544.042,121960.399,5d10.6d,2D,5/2,5d9.6s.6p,"(2D<3/2>,1P<1>)*",5/2,,T7226,L11760,
610.0096,0.0003,,100,,,,,,,,,,,,,L11760,
610.0332,0.0004,610.0342,5000c,1.8e+07,,109191.648,125579.636,5d9.6s.6p,"(2D<3/2>,3P<2>)*",3/2,5d10.7d,2D,5/2,,T7226,L11760,
614.1773,0.0003,,150,,,,,,,,,,,,,L11760,
614.6435,0.0003,,1500000,,,,,,,,,,,,,L11760,
614.6845,0.0003,,350w,,,,,,,,,,,,,L11760,
614.94750,0.00010,614.94726,25000000c,6.2e+07,,95714.406,111971.464,5d10.7s,2S,1/2,5d10.7p,2P*,3/2,,T7226,L11760,
615.2002,0.0003,,120,,,,,,,,,,,,,L11760,
615.7138,0.0003,,120,,,,,,,,,,,,,L11760,
615.8303,0.0003,,1000,,,,,,,,,,,,,L11760,
619.4289,0.0003,,70h,,,,,,,,,,,,,L11760,
619.6409,0.0003,619.6421,250c,3.0e+06,,109191.648,125325.531,5d9.6s.6p,"(2D<3/2>,3P<2>)*",3/2,5d10.7d,2D,3/2,,T7226,L11760,
624.2222,0.0003,,65000,,,,,,,,,,,,,L11760,
629.1228,0.0003,629.1230,65000,2.6e+07,,123153.775,139044.524,5d10.5f,2F*,7/2,5d10.6g,2G,9/2,,T7226,L11760,
636.0199,0.0003,636.0199,150h,4.8e+06,,126941.844,142660.277,5d10.8p,2P*,1/2,5d10.10d,2D,3/2,,T7226,L11760,
639.4890,0.0003,639.4888,55000,1.8e+07,,123411.351,139044.521,5d10.5f,2F*,5/2,5d10.6g,2G,7/2,,T7226,L11760,
644.0547,0.0003,644.0548,30h,1.8e+05,,124614.794,140137.134,5d9.6s.6p,"(2D<3/2>,1P<1>)*",3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",5/2,,T7226,L11760,
652.1092,0.0003,652.1095,150000c,1.6e+07,,106086.013,121416.626,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,5d10.8s,2S,1/2,,T7226,L11760,
664.66840,0.00010,664.66839,1300,,,35514.624,50555.567,5d9.6s2,2D,5/2,5d9.6s2,2D,3/2,UT,,L11760,
670.2030,0.0003,670.2032,170h,5.3e+06,,127795.481,142712.211,5d10.8p,2P*,3/2,5d10.10d,2D,5/2,,T7226,L11760,
694.5474,0.0003,694.5474,120h,2.2e+06,,121416.626,135810.522,5d10.8s,2S,1/2,5d10.9p,2P*,3/2,,T7226,L11760,
734.6508,0.0003,734.6502,600000E,5.3e+07,,111971.464,125579.636,5d10.7p,2P*,3/2,5d10.7d,2D,5/2,,T7226,L11760,
739.5622,0.0003,,1200h,,,,,,,,,,,,,L11760,
741.1852,0.0003,741.1852,600w,1.1e+07,,125325.531,138813.721,5d10.7d,2D,3/2,5d10.7f,2F*,5/2,,T7226,L11760,
741.7864,0.0004,741.7873,18000c,1.2e+07,,95714.406,109191.648,5d10.7s,2S,1/2,5d9.6s.6p,"(2D<3/2>,3P<2>)*",3/2,,T7226,L11760,
748.6298,0.0003,748.6294,6500w,8.5e+06,,111971.464,125325.531,5d10.7p,2P*,3/2,5d10.7d,2D,3/2,,T7226,L11760,
756.4534,0.0003,756.4535,12000h,1.1e+07,,125579.636,138795.581,5d10.7d,2D,5/2,5d10.7f,2F*,7/2,,T7226,L11760,
762.0763,0.0003,762.0758,60000h,4.0e+07,,108298.183,121416.626,5d10.7p,2P*,1/2,5d10.8s,2S,1/2,,T7226,L11760,
777.1951,0.0004,,2000w,,,,,,,,,,,,,L11760,
788.1034,0.0002,788.1035,110h,9.5e+06,,126941.844,139627.043,5d10.8p,2P*,1/2,5d10.9d,2D,3/2,,T7226,L11760,
794.4555,0.0002,794.4554,25000000,4.3e+07,,95714.406,108298.183,5d10.7s,2S,1/2,5d10.7p,2P*,1/2,,T7226,L11760,
840.6119,0.0003,840.6120,100c,9.8e+06,,127795.481,139688.308,5d10.8p,2P*,3/2,5d10.9d,2D,5/2,,T7226,L11760,
854.8664,0.0003,854.8669,1000c,2.0e+07,,121960.399,133654.913,5d9.6s.6p,"(2D<3/2>,1P<1>)*",5/2,5d10.5g,2G,7/2,,T7226,L11760,
952.0198,0.0004,952.0197,600000h,7.2e+07,,123153.775,133654.879,5d10.5f,2F*,7/2,5d10.5g,2G,9/2,,T7226,L11760,
963.9060,0.0004,963.9064,180000c,7.2e+06,,95714.406,106086.013,5d10.7s,2S,1/2,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,,T7226,L11760,
975.9557,0.0004,975.9553,20000w,5.1e+07,,123411.351,133654.913,5d10.5f,2F*,5/2,5d10.5g,2G,7/2,,T7226,L11760,
